names,date_x,score,genre,overview,orig_title,status,orig_lang,budget_x,revenue,country
"Paul, Apostle of Christ",03/29/2018 ,75.0,"Drama, History","Risking his life, Luke ventures to Rome to visit Paul -- the apostle who's bound in chains and held captive in Nero's darkest and bleakest prison cell. Haunted by the shadows of his past misdeeds, Paul wonders if he's been forgotten as he awaits his grisly execution. Before Paul's death, Luke resolves to write another book that details the birth of what will come to be known as the church.","Paul, Apostle of Christ", Released, English,5000000.0,26078500.0,AU
Real Steel,09/28/2011 ,70.0,"Action, Science Fiction, Drama","Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After his robot is trashed, he reluctantly teams up with his estranged son to rebuild and train an unlikely contender.",Real Steel, Released, English,110000000.0,263880341.0,AU
The Matrix Resurrections,12/26/2021 ,65.0,"Science Fiction, Action, Adventure","Plagued by strange memories, Neo's life takes an unexpected turn when he finds himself back inside the Matrix.",The Matrix Resurrections, Released, English,190000000.0,159197755.0,AU
Lou,09/23/2022 ,67.0,"Action, Thriller",A young girl is kidnapped during a powerful storm. Her mother joins forces with her mysterious neighbour to set off in pursuit of the kidnapper. Their journey will test their limits and expose the dark secrets of their past.,Lou, Released, English,69400000.0,240033015.8,AU
Pinocchio,09/08/2022 ,65.0,"Fantasy, Adventure, Family",A wooden puppet embarks on a thrilling adventure to become a real boy.,Pinocchio, Released, English,45000000.0,31681811.0,AU
Pinocchio,09/08/2022 ,65.0,"Fantasy, Adventure, Family",A wooden puppet embarks on a thrilling adventure to become a real boy.,Pinocchio, Released, English,13200000.0,30360375.0,AU
Pinocchio,09/08/2022 ,65.0,"Fantasy, Adventure, Family",A wooden puppet embarks on a thrilling adventure to become a real boy.,Pinocchio, Released, English,2289247.0,84300000.0,AU
Miraculous World: Shanghai – The Legend of Ladydragon,04/04/2021 ,79.0,"Animation, Fantasy, Action, TV Movie","On school break, Marinette heads to Shanghai to meet Adrien. But after arriving, Marinette loses all her stuff, including the Miraculous that allows her to turn into Ladybug!"," Miraculous World: Shanghai, la légende de Ladydragon", Released, French,149860000.0,660957374.4,FR
The Tomorrow War,07/02/2021 ,79.0,"Action, Science Fiction, Adventure","The world is stunned when a group of time travelers arrive from the year 2051 to deliver an urgent message: Thirty years in the future, mankind is losing a global war against a deadly alien species. The only hope for survival is for soldiers and civilians from the present to be transported to the future and join the fight. Among those recruited is high school teacher and family man Dan Forester. Determined to save the world for his young daughter, Dan teams up with a brilliant scientist and his estranged father in a desperate quest to rewrite the fate of the planet.",The Tomorrow War, Released, English,200000000.0,19220000.0,AU
Cars,06/08/2006 ,69.0,"Animation, Adventure, Comedy, Family","Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.",Cars, Released, English,70000000.0,461630558.0,AU
Grimcutty,10/10/2022 ,54.0,Horror,A suburban teen girl and her little brother must stop a terrifying internet meme brought to life by the hysteria of their parents.,Grimcutty, Released, English,130800000.0,249577615.2,US
Scrooge: A Christmas Carol,11/25/2022 ,68.0,"Animation, Family, Fantasy","On a cold Christmas Eve, selfish miser Ebenezer Scrooge has one night left to face his past  -  and change the future  -  before time runs out.",Scrooge: A Christmas Carol, Released, English,87000000.0,459237806.0,GB
Your Place or Mine,02/10/2023 ,64.0,"Romance, Comedy","When best friends and total opposites Debbie and Peter swap homes for a week, they get a peek into each other's lives that could open the door to love.",Your Place or Mine, Released, English,105400000.0,286421986.2,US
Your Name.,11/24/2016 ,85.0,"Romance, Animation, Drama","High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.", 君の名は。, Released, Japanese,2937023.8,357986087.0,AU
Puss in Boots,10/28/2011 ,65.0,"Comedy, Fantasy, Animation, Romance, Adventure, Family","Long before he even met Shrek, the notorious fighter, lover and outlaw Puss in Boots becomes a hero when he sets off on an adventure with the tough and street smart Kitty Softpaws and the mastermind Humpty Dumpty to save his town. This is the true story of The Cat, The Myth, The Legend... The Boots.",Puss in Boots, Released, English,130000000.0,554987477.0,US
One Piece Film Red,11/03/2022 ,75.0,"Animation, Adventure, Action, Fantasy","Uta  -  the most beloved singer in the world. Her voice, which she sings with while concealing her true identity, has been described as “otherworldly.” She will appear in public for the first time at a live concert. As the venue fills with all kinds of Uta fans  -  excited pirates, the Navy watching closely, and the Straw Hats led by Luffy who simply came to enjoy her sonorous performance  -  the voice that the whole world has been waiting for is about to resound.", ONE PIECE FILM RED, Released, Japanese,8705000.0,150797338.0,AU
The Fate of the Furious,04/12/2017 ,69.0,"Action, Crime, Thriller","When a mysterious woman seduces Dom into the world of crime and a betrayal of those closest to him, the crew face trials that will test them as never before.",The Fate of the Furious, Released, English,250000000.0,1236703796.0,AU
The Strays,02/17/2023 ,55.0,"Thriller, Mystery, Drama, Horror",A Black woman's meticulously crafted life of privilege starts to unravel when two strangers show up in her quaint suburban town.,The Strays, Released, English,131700000.0,751965791.6,GB
Watcher,06/03/2022 ,66.0,"Mystery, Thriller, Horror","As a serial killer stalks the city, Julia  -  a young actress who just moved to town with her husband  -  notices a mysterious stranger watching her from across the street.",Watcher, Released, English,10237862.6,2667033.0,US
The Gray Man,07/14/2022 ,70.0,"Action, Thriller","When a shadowy CIA agent uncovers damning agency secrets, he's hunted across the globe by a sociopathic rogue operative who's put a bounty on his head.",The Gray Man, Released, English,200000000.0,451178.0,AU
The Mummy Resurrection,01/02/2023 ,50.0,Horror,"When an infamous ""cursed"" Egyptian sarcophagus falls into the hands of unscrupulous huckster Everett Randolph, he becomes obsessed with resurrecting the mummified princess held within it.",The Mummy Resurrection, Released, English,102800000.0,545695337.6,GB
The Fallout,03/17/2021 ,77.0,Drama,"In the wake of a school tragedy, Vada, Mia and Quinton form a unique and dynamic bond as they navigate the never linear, often confusing journey to heal in a world that feels forever changed.",The Fallout, Released, English,114200000.0,736329646.2,US
Guardians of the Galaxy Volume 3,05/04/2023 ,0.0,"Science Fiction, Adventure, Comedy","Peter Quill, still reeling from the loss of Gamora, must rally his team around him to defend the universe along with protecting one of their own. A mission that, if not completed successfully, could quite possibly lead to the end of the Guardians as we know them.",Guardians of the Galaxy Volume 3, Post Production, English,250000000.0,1240261.6,AU
Boyka: Undisputed IV,09/22/2016 ,71.0,"Action, Drama","In the fourth installment of the fighting franchise, Boyka is shooting for the big leagues when an accidental death in the ring makes him question everything he stands for. When he finds out the wife of the man he accidentally killed is in trouble, Boyka offers to fight in a series of impossible battles to free her from a life of servitude.",Boyka: Undisputed IV, Released, English,119400000.0,343644155.0,US
The Godfather,11/02/1972 ,87.0,"Drama, Crime","Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",The Godfather, Released, English,7000000.0,270007394.0,AU
Mulan,09/03/1998 ,79.0,"Animation, Family, Adventure","To save her father from certain death in the army, a young woman secretly enlists in his place and becomes one of China's greatest heroines in the process.",Mulan, Released, English,200000000.0,69973540.0,AU
Mulan,09/03/1998 ,79.0,"Animation, Family, Adventure","To save her father from certain death in the army, a young woman secretly enlists in his place and becomes one of China's greatest heroines in the process.",Mulan, Released, English,90000000.0,303500000.0,AU
Dracula: The Original Living Vampire,01/28/2022 ,54.0,"Horror, Fantasy, Thriller","Detective Amelia Van Helsing is on the desperate hunt for the killer responsible for a string of grisly murders targeting young women. Matters only worsen when all evidence leads to the seemingly untouchable Count Dracula. And when Van Helsing’s girlfriend vanishes, she is forced to question the very existence of monsters in a final showdown with the enigmatic count.",Dracula: The Original Living Vampire, Released, English,124800000.0,605767026.8,US
Big Hero 6,12/25/2014 ,77.0,"Adventure, Family, Animation, Action, Comedy","A special bond develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",Big Hero 6, Released, English,165000000.0,647263005.0,AU
Triangle of Sadness,12/26/2022 ,72.0,"Comedy, Drama","A celebrity model couple are invited on a luxury cruise for the uber-rich, helmed by an unhinged, alcoholic captain. What first appears Instagrammable ends catastrophically, leaving the survivors stranded on a desert island in a struggle of hierarchy.",Triangle of Sadness, Released, English,15600000.0,24733572.0,AU
Dungeons & Dragons,01/18/2001 ,43.0,"Drama, Adventure, Fantasy","The Empire of Izmer is a divided land: elite magicians called “mages” rule while lowly commoners are powerless. When Empress Savina vows to bring equality and prosperity to her land, the evil mage Profion plots to depose her.",Dungeons & Dragons, Released, English,35000000.0,15185241.0,AU
Wire Room,09/02/2022 ,66.0,"Action, Crime, Thriller","New recruit Justin Rosa must monitor arms-smuggling cartel member Eddie Flynn  -  and keep him alive at all costs. When a SWAT team descends on Flynn’s home, Rosa breaks protocol and contacts the gangster directly to save his life. As gunmen break into the Wire Room and chaos erupts, Mueller and Rosa make a final, desperate stand against the corrupt agents and officials who seek to destroy evidence and kill them both.",Wire Room, Released, English,101000000.0,321357348.6,US
Killing Jesus,03/29/2015 ,65.0,"Drama, History, TV Movie",Jesus of Nazareth’s life and ministry were subject to seismic social and political events that led to his execution and changed the world forever.,Killing Jesus, Released, English,35580000.0,258973331.6,US
Inside Out,06/09/2015 ,79.0,"Animation, Family, Adventure, Drama, Comedy","Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Riley's guiding emotions -  Joy, Fear, Anger, Disgust and Sadness - live in Headquarters, the control centre inside Riley's mind, where they help advise her through everyday life and tries to keep things positive, but the emotions conflict on how best to navigate a new city, house and school.",Inside Out, Released, English,175000000.0,850566343.0,AU
The Miracle of Marcelino,02/24/1955 ,71.0,"Drama, Comedy","Left on the doorstep of a monastery as an infant, Marcelino was raised by the monks. He was well-cared for but lonely and missed having a mother. One day he found a special friend in the forbidden attic, hanging on a cross. A friend that would repay Marcelino's kindness by granting him one heart-felt wish.", Marcelino pan y vino, Released,Spanish,110000000.0,759213943.8,ES
Fury,10/23/2014 ,75.0,"War, Drama, Action","In the last months of World War II, as the Allies make their final push in the European theatre, a battle-hardened U.S. Army sergeant named 'Wardaddy' commands a Sherman tank called 'Fury' and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.",Fury, Released, English,80000000.0,210315681.0,AU
Welcome to the Club,09/08/2022 ,66.0,"Animation, Comedy","Heart set on becoming a princess, Lisa Simpson is surprised to learn being bad might be more fun.",Welcome to the Club, Released, English,124000000.0,690278154.2,US
Emancipation,12/02/2022 ,80.0,Drama,"Inspired by the gripping true story of a man who would do anything for his family - and for freedom. When Peter, an enslaved man, risks his life to escape and return to his family, he embarks on a perilous journey of love and endurance.",Emancipation, Released, English,120000000.0,0.0,US
Undisputed III: Redemption,06/17/2010 ,76.0,"Action, Thriller","Russian inmate Boyka, now severely hobbled by the knee injury suffered at the end of Undisputed 2. No longer the feared prison fighter he was, he has declined so far that he is now good only for cleaning toilets. But when a new prison fight tournament begins - an international affair, matching the best fighters from prisons around the globe, enticing them with the promise of freedom for the winner - Boyka must reclaim his dignity and fight for his position in the tournament.",Undisputed III: Redemption, Released, English,3000000.0,78701381.8,AU
The Last Warrior: Root of Evil,01/01/2021 ,69.0,"Fantasy, Adventure, Comedy","Peace and tranquility have set in Belogorie. The evil was defeated and Ivan is now enjoying his well-deserved fame. He is surrounded by his family, friends and small wonders from the modern world that help him lead a comfortable life. Luckily, he has his Magic Sword to cut a gap between the worlds to get some supplies quite regularly. But when an ancient evil rises and the existence of the magic world is put to danger, Ivan has to team up with his old friends and his new rivals. They will set out on a long journey beyond the known world to find a way to defeat the enemies and to return peace to Belogorie.", Последний богатырь: Корень зла, Released, Russian,8400000.0,27658331.0,RU
After We Fell,10/22/2021 ,71.0,"Romance, Drama","Just as Tessa's life begins to become unglued, nothing is what she thought it would be. Not her friends nor her family. The only person that she should be able to rely on is Hardin, who is furious when he discovers the massive secret that she's been keeping. Before Tessa makes the biggest decision of her life, everything changes because of revelations about her family.",After We Fell, Released, English,14000000.0,21500000.0,AU
Seoul Vibe,08/26/2022 ,67.0,"Action, Crime, Comedy, Adventure","Chasing speed, dreams and money, a team of drivers get involved in the slush fund investigation of a powerful figure during the 1988 Seoul Olympics.", 서울대작전, Released, Korean,160200000.0,348577844.0,KR
One Week Friends,06/18/2022 ,52.0,Drama,"A new transfer student, Lin Xiangzhi (Zhao Jinmai), who is quiet and intelligent but always alone, does not make friends with the other students. However, she attracts the attention of Xu Youshu (Lin Yi), a scum of the class. In the process of trying to befriend Lin Xiangzhi, he, the eccentric Song Xiaonan (Shen Yue) and the cool-headed Jiang Wu (Wang Jiahui) discover Lin Xiangzhi's secret, that she suffers from a special disease and her memory of her friends is only seven days.", 一周的朋友, Released, Chinese,111940000.0,638332462.6,CN
Space Jam: A New Legacy,07/08/2021 ,69.0,"Family, Animation, Comedy, Science Fiction","When LeBron and his young son Dom are trapped in a digital space by a rogue A.I., LeBron must get them home safe by leading Bugs, Lola Bunny and the whole gang of notoriously undisciplined Looney Tunes to victory over the A.I.'s digitized champions on the court. It's Tunes versus Goons in the highest-stakes challenge of his life.",Space Jam: A New Legacy, Released, English,150000000.0,143987946.0,AU
Nobody,04/01/2021 ,81.0,"Action, Crime, Thriller","Hutch Mansell, a suburban dad, overlooked husband, nothing neighbor  -  a ""nobody."" When two thieves break into his home one night, Hutch's unknown long-simmering rage is ignited and propels him on a brutal path that will uncover dark secrets he fought to leave behind.",Nobody, Released, English,16000000.0,57512470.0,AU
The Tiger's Nest,10/13/2022 ,70.0,"Family, Adventure","In the valleys of the Himalayas, an orphan boy saves a Bengal tiger cub from the ruthless poachers who killed the tiger's mother. Together they set out in the Himalayan mountains to the Taktsang monastery in Bhutan known as ""The Tiger's Nest"" where Buddhist monks took refuge after the 1950 Chinese invasion of Tibet and protect the big cats. A new great film for the whole family that talks about the importance of defending animals through the story of the friendship between two orphans, a tiger cub and a child, in a tale of brotherhood and the discovery of life.",The Tiger's Nest, Released, English,120000000.0,305330864.2,IT
Naruto Shippuden the Movie,08/04/2007 ,72.0,"Animation, Action, Fantasy","Demons that once almost destroyed the world, are revived by someone. To prevent the world from being destroyed, the demon has to be sealed and the only one who can do it is the shrine maiden Shion from the country of demons, who has two powers; one is sealing demons and the other is predicting the deaths of humans. This time Naruto's mission is to guard Shion, but she predicts Naruto's death. The only way to escape it, is to get away from Shion, which would leave her unguarded, then the demon, whose only goal is to kill Shion will do so, thus meaning the end of the world. Naruto decides to challenge this ""prediction of death.""", 劇場版 NARUTO -ナルト- 疾風伝, Released, Japanese,33111535.2,10000000.0,JP
Terrifier,03/15/2016 ,66.0,"Horror, Thriller","On Halloween night, a young woman finds herself as the obsession of a sadistic murderer known as Art the Clown.",Terrifier, Released, English,35000.0,0.0,US
In the Forest,01/28/2022 ,60.0,"Horror, Thriller","Helen and her daughter Emily reluctantly accompany Helen’s father Stan on a family camping trip, driving deep into the forest for a real outdoors experience, only to have angry landowner Howard arrive and force them to leave. When their RV gets stuck, Helen decides to seek help but discovers a disturbing secret on the man’s property. She must then fight to protect her family and make it out of the forest alive before being hunted down.",In the Forest, Released, English,84600000.0,178745725.6,US
The Amazing Spider-Man,07/03/2012 ,67.0,"Action, Adventure, Fantasy","Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",The Amazing Spider-Man, Released, English,220000000.0,757890267.0,AU
Evil Dead,05/01/2013 ,65.0,Horror,"Five young friends find the mysterious and fiercely powerful Book of the Dead, and unable to resist its temptation, release a violent demon on a bloodthirsty quest to possess them all.",Evil Dead, Released, English,17000000.0,99010045.0,AU
El asistente,03/01/2023 ,100.0,Comedy,We don't have an overview translated in English. Help us expand our database by adding one.,El asistente, Released,Spanish,201000000.0,1569323843.8,AR
Virus:32,04/21/2022 ,69.0,Horror,A virus is unleashed and a chilling massacre runs through the streets of Montevideo., Virus: 32, Released,Spanish,101400000.0,531683245.8,AR
Linoleum,03/30/2023 ,68.0,"Science Fiction, Comedy, Drama","When the host of a failing children’s science show tries to fulfill his childhood dream of becoming an astronaut by building a rocket ship in his garage, a series of bizarre events occur that cause him to question his own reality.",Linoleum, Released, English,109000000.0,673135995.2,AU
After We Collided,01/01/2021 ,72.0,"Romance, Drama",Tessa finds herself struggling with her complicated relationship with Hardin; she faces a dilemma that could change their lives forever.,After We Collided, Released, English,24685792.0,42000000.0,AU
Sinner: The Secret Diary of a Nymphomaniac,06/21/1973 ,49.0,Drama,"Linda comes to the big city in search of fun and excitement.  What she finds is exploitation and abuse at the hands of a succession of sleazy guys.  Searching for love, she enters into a lesbian relationship with a beautiful countess, discovers drugs and swingers' parties and starts acting in porno movies.  She also begins to write a secret diary... With a cast of some of the most stunning Euro actresses of the period, wall-to-wall sex and nudity, pot parties, porno shoots and a psychedelic soundtrack, this is a gem of 1970s exploitation cinema from Jess Franco.  Street scenes shot in Benidorm (Alicante, Spain) and Las Palmas (Gran Canaria, Spain).", Le journal intime d'une nymphomane, Released, French,167400000.0,997517367.8,FR
A Quiet Place Part II,05/21/2021 ,75.0,"Science Fiction, Thriller, Horror","Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize that the creatures that hunt by sound are not the only threats that lurk beyond the sand path.",A Quiet Place Part II, Released, English,61000000.0,297400000.0,AU
Twilight,12/11/2008 ,63.0,"Fantasy, Drama, Romance","When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions, Bella can't stay away from him, a fatal move that endangers her own life.",Twilight, Released, English,37000000.0,402278564.0,AU
Twilight,12/11/2008 ,63.0,"Fantasy, Drama, Romance","When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions, Bella can't stay away from him, a fatal move that endangers her own life.",Twilight, Released, English,20000000.0,15055091.0,AU
Warriors of Future,08/05/2022 ,73.0,"Drama, Action, Science Fiction","When a meteor carrying a destructive plant strikes the world, a suicide squad is given hours to save their post-apocalyptic city from total collapse.", 明日戰記, Released, Chinese,71460000.0,300356421.2,CN
Spider-Man: Homecoming,07/06/2017 ,74.0,"Action, Adventure, Science Fiction, Drama","Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.",Spider-Man: Homecoming, Released, English,175000000.0,878271291.0,AU
Howl's Moving Castle,06/09/2005 ,84.0,"Fantasy, Animation, Adventure","When Sophie, a shy young woman, is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.", ハウルの動く城, Released, Japanese,24000000.0,236049757.0,AU
World War Z,06/20/2013 ,68.0,"Action, Drama, Horror, Science Fiction, Thriller","Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",World War Z, Released, English,190000000.0,531861650.0,AU
Charlie and the Chocolate Factory,09/01/2005 ,70.0,"Adventure, Comedy, Family, Fantasy","A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.",Charlie and the Chocolate Factory, Released, English,150000000.0,475825484.0,AU
High Heat,03/01/2023 ,60.0,"Action, Comedy, Crime","When the local mafia shows up to burn down her restaurant, Ana, a chef with a meticulous past, defends her turf and proves her knife skills both in and out of the kitchen.",High Heat, Released, English,78000000.0,277412220.0,AU
How to Train Your Dragon: The Hidden World,01/03/2019 ,78.0,"Animation, Family, Adventure","As Hiccup fulfills his dream of creating a peaceful dragon utopia, Toothless’ discovery of an untamed, elusive mate draws the Night Fury away. When danger mounts at home and Hiccup’s reign as village chief is tested, both dragon and rider must make impossible decisions to save their kind.",How to Train Your Dragon: The Hidden World, Released, English,129000000.0,521533238.0,AU
Girl at the Window,08/18/2022 ,65.0,"Thriller, Horror",A troubled teenage girl who’s struggling to cope with the accidental death of her father suspects that the mysterious killer stalking her hometown is not only her neighbour but her mother’s new romantic interest.,Girl at the Window, Released, English,95200000.0,294248739.2,AU
Hellraiser,10/08/2022 ,64.0,"Horror, Mystery","A young woman struggling with addiction comes into possession of an ancient puzzle box, unaware that its purpose is to summon the Cenobites, a group of sadistic supernatural beings from another dimension.",Hellraiser, Released, English,1000000.0,14575148.0,AU
Pacific Rim,07/11/2013 ,69.0,"Action, Science Fiction, Adventure","Using massive piloted robots to combat the alien threat, earth's survivors take the fight to the invading alien force lurking in the depths of the Pacific Ocean. Nearly defenseless in the face of the relentless enemy, the forces of mankind have no choice but to turn to two unlikely heroes who now stand as earth's final hope against the mounting apocalypse.",Pacific Rim, Released, English,190000000.0,411002906.0,AU
My Hero Academia: Heroes Rising,03/12/2020 ,82.0,"Animation, Action, Fantasy, Adventure","Class 1-A visits Nabu Island where they finally get to do some real hero work. The place is so peaceful that it's more like a vacation … until they're attacked by a villain with an unfathomable Quirk! His power is eerily familiar, and it looks like Shigaraki had a hand in the plan. But with All Might retired and citizens' lives on the line, there's no time for questions. Deku and his friends are the next generation of heroes, and they're the island's only hope.", 僕のヒーローアカデミア THE MOVIE ヒーローズ：ライジング, Released, Japanese,21911000.0,29900850.0,AU
After,07/04/2019 ,72.0,"Romance, Drama","Tessa Young is a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart. Entering her first semester of college, Tessa's guarded world opens up when she meets Hardin Scott, a mysterious and brooding rebel who makes her question all she thought she knew about herself -- and what she wants out of life.",After, Released, English,14000000.0,57926850.0,AU
After,07/04/2019 ,72.0,"Romance, Drama","Tessa Young is a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart. Entering her first semester of college, Tessa's guarded world opens up when she meets Hardin Scott, a mysterious and brooding rebel who makes her question all she thought she knew about herself -- and what she wants out of life.",After, Released, English,650000.0,0.0,AU
The Hangover,06/11/2009 ,73.0,Comedy,"When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug – who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time.",The Hangover, Released, English,35000000.0,465487583.0,AU
The Adam Project,03/11/2022 ,71.0,"Adventure, Science Fiction","After accidentally crash-landing in 2022, time-traveling fighter pilot Adam Reed teams up with his 12-year-old self on a mission to save the future.",The Adam Project, Released, English,116000000.0,203098455.6,AU
Trick or Treat Scooby-Doo!,10/04/2022 ,73.0,"Adventure, Mystery, Comedy, Animation, Family","Mystery Inc. has cracked the case to top all cases! They’ve tracked down Coco Diablo, the head of a notorious costume crime syndicate. With Coco and her kitty in prison, Mystery Inc. thinks that they can finally enjoy a break. Wrong! Suddenly, menacing doppelgänger ghosts of the Scooby crew and favorite classic foes show up in Coolsville to threaten Halloween. Now it’s up to the meddling kids to unmask the latest scoundrel and save Halloween!",Trick or Treat Scooby-Doo!, Released, English,85000000.0,575808566.0,US
The Tangalanga Method,01/19/2023 ,60.0,Comedy,Shy corporate employee Jorge Rizzi's life takes an uproarious turn when he participates in a hypnosis session that rips off his inhibitions and releases a hilarious alter ego., El método Tangalanga, Released,Spanish,114200000.0,241031716.6,AR
Last Man Down,11/01/2021 ,58.0,"Action, Thriller","After civilization succumbs to a deadly pandemic and his wife is murdered, a special forces soldier abandons his duty and becomes a hermit in the Nordic wilderness. Years later, a wounded woman appears on his doorstep. She's escaped from a lab and her pursuers believe her blood is the key to a worldwide cure. He's hesitant to get involved, but all doubts are cast aside when he discovers her pursuer is none other than Commander Stone, the man that murdered his wife some years ago.",Last Man Down, Released, English,165000000.0,250351474.6,AU
The Emperor's New Groove,04/05/2001 ,75.0,"Adventure, Animation, Comedy, Family, Fantasy","Kuzco is a self-centered emperor who summons Pacha from a village and to tell him that his home will be destroyed to make room for Kuzco's new summer home. Kuzco's advisor, Yzma, tries to poison Kuzco and accidentally turns him into a llama, who accidentally ends up in Pacha's village. Pacha offers to help Kuzco if he doesn't destroy his house, and so they form an unlikely partnership.",The Emperor's New Groove, Released, English,100000000.0,169630573.0,AU
The Princess,06/16/2022 ,69.0,"Fantasy, Action","A beautiful, strong-willed young royal refuses to wed the cruel sociopath to whom she is betrothed and is kidnapped and locked in a remote tower of her father’s castle. With her scorned, vindictive suitor intent on taking her father’s throne, the princess must protect her family and save the kingdom.",The Princess, Released, English,89000000.0,518519804.4,US
The Lion King,07/17/2019 ,71.0,"Adventure, Drama, Family","Simba idolizes his father, King Mufasa, and takes to heart his own royal destiny. But not everyone in the kingdom celebrates the new cub's arrival. Scar, Mufasa's brother - and former heir to the throne - has plans of his own. The battle for Pride Rock is ravaged with betrayal, tragedy and drama, ultimately resulting in Simba's exile. With help from a curious pair of newfound friends, Simba will have to figure out how to grow up and take back what is rightfully his.",The Lion King, Released, English,260000000.0,1647733638.0,AU
The Lion King,07/17/2019 ,71.0,"Adventure, Drama, Family","Simba idolizes his father, King Mufasa, and takes to heart his own royal destiny. But not everyone in the kingdom celebrates the new cub's arrival. Scar, Mufasa's brother - and former heir to the throne - has plans of his own. The battle for Pride Rock is ravaged with betrayal, tragedy and drama, ultimately resulting in Simba's exile. With help from a curious pair of newfound friends, Simba will have to figure out how to grow up and take back what is rightfully his.",The Lion King, Released, English,79300000.0,986193783.0,AU
Jungle Cruise,07/29/2021 ,75.0,"Action, Adventure, Fantasy","Dr. Lily Houghton enlists the aid of wisecracking skipper Frank Wolff to take her down the Amazon in his dilapidated boat. Together, they search for an ancient tree that holds the power to heal – a discovery that will change the future of medicine.",Jungle Cruise, Released, English,200000000.0,210469803.0,AU
The Nun,09/06/2018 ,59.0,"Horror, Mystery, Thriller","When a young nun at a cloistered abbey in Romania takes her own life, a priest with a haunted past and a novitiate on the threshold of her final vows are sent by the Vatican to investigate. Together they uncover the order’s unholy secret. Risking not only their lives but their faith and their very souls, they confront a malevolent force in the form of the same demonic nun that first terrorized audiences in “The Conjuring 2” as the abbey becomes a horrific battleground between the living and the damned.",The Nun, Released, English,22000000.0,363391647.0,AU
Superfast!,04/02/2015 ,50.0,"Comedy, Action","Undercover cop Lucas White joins Vin Serento's LA gang of illegal street racers. They are fast and they are furious and they plan to double cross LA crime kingpin Juan Carlos de la Sol who hides his cash in a downtown Taco Bell. The gang's outrageous plan is as daring as it is ridiculous and will see them towing the whole restaurant, at crazy speeds.",Superfast!, Released, English,20000000.0,3146707.8,US
Code Name Banshee,07/01/2022 ,59.0,"Action, Thriller","Caleb, a former government assassin in hiding, who resurfaces when his protégé, the equally deadly killer known as Banshee, discovers a bounty has been placed on Caleb's head.",Code Name Banshee, Released, English,70520000.0,457654821.6,US
